Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2013-14,2014-15,2015-16,2016-17,2017-18,Source document,Source table,URL
"Transportministeriet","Trafik","Bustrafik","Rabatter til passagergrupper på fjernbusruter",Expense type,Appropriation type,"Almindelig virksomhed",16400,15800,26100,26100,26100,<a href="javascript:visAnm('153285303')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Bustrafik","Ungdomskort",Expense type,Appropriation type,"Hypercard",148300,0,0,0,0,<a href="javascript:visAnm('153285304')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Bustrafik","Ungdomskort",Expense type,Appropriation type,"Ungdomskort",101700,307900,314300,314400,314400,<a href="javascript:visAnm('153285304')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Bustrafik","Puljer til den kollektive trafik mv.",Expense type,Appropriation type,"Pulje til busfremkommelighed",0,0,51100,0,0,<a href="javascript:visAnm('153285305')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Bustrafik","Puljer til den kollektive trafik mv.",Expense type,Appropriation type,"Pulje til supercykelstier og cykelparkering",0,0,142900,0,0,<a href="javascript:visAnm('153285305')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Færgetrafik","Samfundsbegrundede overfarter",Expense type,Appropriation type,"Almindelig virksomhed",18700,27500,39200,38800,38400,<a href="javascript:visAnm('153285401')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Færgetrafik","Vederlag for færgebetjening af Bornholm",Expense type,Appropriation type,"Vederlag til Bornholmstrafikken A/S",203300,208300,210400,210400,210400,<a href="javascript:visAnm('153285402')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Færgetrafik","Statslige aktiver vedr. Bornholm",Expense type,Appropriation type,"Udestående forpligtelser i staten",500,2300,900,1000,1000,<a href="javascript:visAnm('153285403')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Transportsektorens energiforbrug","Energiforbrug og CO2, nedbringning",Expense type,Appropriation type,"energiforbrug og CO2-udledning",63400,0,0,0,0,<a href="javascript:visAnm('153285502')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Luftfart","Lufttrafiktjeneste",Expense type,Appropriation type,"Afgiftsfritagne flyvninger og internal tax",6000,8200,8400,8400,8400,<a href="javascript:visAnm('153285601')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Luftfart","Lufttrafiktjeneste",Expense type,Appropriation type,"Flyvesikringstjeneste Grønland, intern fl.",20400,20600,20800,20800,20800,<a href="javascript:visAnm('153285601')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Luftfart","Lufttrafiktjeneste",Expense type,Appropriation type,"Flyvesikringstjeneste Grønland, international",3700,0,0,0,0,<a href="javascript:visAnm('153285601')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Luftfart","Tilskud til Odense og Sønderborg Lufthavne",Expense type,Appropriation type,"Odense Lufthavn",3500,3800,3900,3900,3900,<a href="javascript:visAnm('153285602')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Luftfart","Tilskud til Odense og Sønderborg Lufthavne",Expense type,Appropriation type,"Sønderborg Lufthavn",1600,1500,1500,1500,1500,<a href="javascript:visAnm('153285602')">Se anmærkninger,link</a>,
"Transportministeriet","Trafik","Luftfart","Lufthavnsdrift",Expense type,Appropriation type,"Bornholms Lufthavn",24400,24900,26900,26600,26000,<a href="javascript:visAnm('153285603')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark",Expense type,Appropriation type,"Driftsbudget, egentlig drift",495700,496900,494500,470300,460700,<a href="javascript:visAnm('153286301')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark",Expense type,Appropriation type,"Banedanmark Produktion",1300,1800,2000,2000,2000,<a href="javascript:visAnm('153286301')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark",Expense type,Appropriation type,"Forb. af anlægsprojekter, Grøn transportpol.",22900,13800,17200,0,0,<a href="javascript:visAnm('153286301')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark",Expense type,Appropriation type,"Forberedelse af anlægsprojekter, Togfonden DK",0,0,82800,92800,23000,<a href="javascript:visAnm('153286301')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark",Expense type,Appropriation type,"Forberedelse af anlægsprojekter, koll. trafik",0,0,21200,16700,0,<a href="javascript:visAnm('153286301')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark",Expense type,Appropriation type,"Infrastrukturenergi",42300,0,0,0,0,<a href="javascript:visAnm('153286301')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark - puljeprojekter",Expense type,Appropriation type,"Rådighedspuljer",558700,1029800,65000,65000,65000,<a href="javascript:visAnm('153286302')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark - puljeprojekter",Expense type,Appropriation type,"Pulje til overkørsler",74700,36200,56700,57800,58300,<a href="javascript:visAnm('153286302')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark - puljeprojekter",Expense type,Appropriation type,"Transportpuljeprojekter",20200,44900,31800,48700,0,<a href="javascript:visAnm('153286302')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark - puljeprojekter",Expense type,Appropriation type,"Investeringstilskud, Togfonden DK",0,0,38500,15000,11000,<a href="javascript:visAnm('153286302')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark - puljeprojekter",Expense type,Appropriation type,"Forbedring af den kollektive trafik",4600,0,0,0,0,<a href="javascript:visAnm('153286302')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark - drift af jernbanenettet",Expense type,Appropriation type,"Drift af jernbanenettet",0,311200,303900,307000,306100,<a href="javascript:visAnm('153286304')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmark - drift af jernbanenettet",Expense type,Appropriation type,"Vejrafhængige aktiviteter",0,76500,77000,77000,77100,<a href="javascript:visAnm('153286304')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedk. - forny. og vedl.hold. af jernb.net",Expense type,Appropriation type,"Fornyelse og vedligehold",2532600,1934100,2239000,2419000,2480400,<a href="javascript:visAnm('153286305')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Baneafgifter mv.",Expense type,Appropriation type,"Godstogenens tonkilometerafgift",5200,0,0,0,0,<a href="javascript:visAnm('153286306')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Baneafgifter mv.",Expense type,Appropriation type,"Faste forbindelser",1135500,1142100,951600,951600,951600,<a href="javascript:visAnm('153286306')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Banedanmarks tilskudspulje",Expense type,Appropriation type,"Tilskud til baneprojekter",10100,28500,34000,5200,5100,<a href="javascript:visAnm('153286307')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Anlægsprojekter på jernbanen",Expense type,Appropriation type,"Aftaler om en grøn transportpolitik",2040500,2936900,3776000,3467200,4110600,<a href="javascript:visAnm('153286308')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Anlægsprojekter på jernbanen",Expense type,Appropriation type,"Øvrige projekter",0,0,161000,69000,112900,<a href="javascript:visAnm('153286308')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Anlægsprojekter på jernbanen",Expense type,Appropriation type,"Aftale om Togfonden DK",0,0,63900,17900,0,<a href="javascript:visAnm('153286308')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Anlægsprojekter på jernbanen",Expense type,Appropriation type,"Pulje til forlodsovertagelser Togfonden DK",0,0,20000,0,0,<a href="javascript:visAnm('153286308')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Anlægsprojekter på jernbanen",Expense type,Appropriation type,"Aftaler om kollektiv trafik",0,0,14300,23000,51000,<a href="javascript:visAnm('153286308')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Banedanmark","Togfonden DK",Expense type,Appropriation type,"Togfonden DK - Reserver",0,0,15300,382400,847500,<a href="javascript:visAnm('153286320')">Se anmærkninger,link</a>,
"Transportministeriet","Baner","Vejdirektoratet, baneområdet","Forberedelse af togfondsprojekter, Vejdirekto",Expense type,Appropriation type,"Forberedelse af anlægsprojekter, togfonden",0,0,100000,40500,0,<a href="javascript:visAnm('153286411')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Fællesudgifter","Centralstyrelsen","Departementet",Expense type,Appropriation type,"Almindelig virksomhed",88600,95300,90700,89000,83600,<a href="javascript:visAnm('153291101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Fællesudgifter","Centralstyrelsen","Departementet",Expense type,Appropriation type,"Energipolitisk samarbejde om energisystemer",5000,0,0,0,0,<a href="javascript:visAnm('153291101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Fællesudgifter","Centralstyrelsen","Sinks",Expense type,Appropriation type,"Sinks",0,5500,5600,5600,5600,<a href="javascript:visAnm('153291103')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"Almindelig virksomhed",239900,245700,270600,206000,192600,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"BedreBolig",25000,15000,5100,5000,0,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"Lokal rådgivning vedr. energibesparelser",0,0,5000,5000,0,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"Oplysning om omstilling af energisystemet",0,0,5000,5000,0,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"Permanente råd, udvalg, nævn mv.",100,100,100,100,100,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"IRENA",800,900,1100,1100,1100,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"Samsø Energiakademi",2500,2500,2500,0,0,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"CO2-beregner",500,500,500,0,0,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"ESCO-samarbejder",400,0,0,0,0,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energistyrelsen",Expense type,Appropriation type,"Erfaringsopsamling og formidling om energi",5000,0,0,0,0,<a href="javascript:visAnm('153292101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Energiklagenævnet",Expense type,Appropriation type,"Energiklagenævnet",4700,5900,6000,6000,5900,<a href="javascript:visAnm('153292103')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Fællesudgifter","Klimarådet",Expense type,Appropriation type,"Klimarådet",0,0,9000,9000,9000,<a href="javascript:visAnm('153292107')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Forskning og udvikling","Tilskud til energiforskning",Expense type,Appropriation type,"Udbygn. af dansk energiforsk. og udvikling",360100,371800,375300,52200,52300,<a href="javascript:visAnm('153292201')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Forskning og udvikling","Tilskud til energiforskning",Expense type,Appropriation type,"Typegodk. og kva.sikr. af vedvar. energitekno",4000,4800,4800,4800,4800,<a href="javascript:visAnm('153292201')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Forskning og udvikling","Tilskud til energiforskning",Expense type,Appropriation type,"Fremme af nye energiteknologier",33100,5500,5600,5600,0,<a href="javascript:visAnm('153292201')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Forskning og udvikling","Tilskud til energiforskning",Expense type,Appropriation type,"FUD inden for energieffektiv transport",5400,0,0,0,0,<a href="javascript:visAnm('153292201')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Efterforskning og indvinding af energi m.m.","Oversk. v. statsdel. i Nordsøakt.",Expense type,Appropriation type,"Tilbagebetaling af OD vedrørende 2004-2006",202500,0,0,0,0,<a href="javascript:visAnm('153292304')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Vedvarende energi",Expense type,Appropriation type,"Nordisk Folkecenter for Vedvarende Energi",4100,4200,4200,0,0,<a href="javascript:visAnm('153292401')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Fremme af varmepumper",Expense type,Appropriation type,"Fremme af varmepumper",400,0,0,0,0,<a href="javascript:visAnm('153292406')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Forsøgsordning for elbiler",Expense type,Appropriation type,"Forsøgsordning for elbiler",4900,5000,5100,0,0,<a href="javascript:visAnm('153292408')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Pulje til skrotningspræmie for oliefyr",Expense type,Appropriation type,"Pulje til skrotningspræmie for oliefyr",200,0,0,0,0,<a href="javascript:visAnm('153292410')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Videncenter for energibesparelser i bygninger",Expense type,Appropriation type,"Videncenter for energibesparelser i bygninger",5000,5100,5200,0,0,<a href="javascript:visAnm('153292413')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Infrastruktur til transport",Expense type,Appropriation type,"Infrastruktur til transport",23500,22700,22900,0,0,<a href="javascript:visAnm('153292414')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","partnerskabssamarbejde med kommuner",Expense type,Appropriation type,"partnerskabssamarbejde med kommuner",500,8600,10000,0,0,<a href="javascript:visAnm('153292415')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","partnerskabssamarbejde med kommuner",Expense type,Appropriation type,"Superpulje til foregangskommuner",6000,0,0,0,0,<a href="javascript:visAnm('153292415')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Geotermi og store varmepumper",Expense type,Appropriation type,"Geotermi og store varmepumper",8400,10000,10100,0,0,<a href="javascript:visAnm('153292416')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Bølgekraftprojekter",Expense type,Appropriation type,"Bølgekraftprojekter",0,12100,12200,0,0,<a href="javascript:visAnm('153292417')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Energieffektiviseringsindsats",Expense type,Appropriation type,"Energieffektiviseringsindsats",29500,17900,25100,25100,25100,<a href="javascript:visAnm('153292418')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Vedvarende energi til proces",Expense type,Appropriation type,"Vedvarende energi til proces",152600,489400,340600,412600,412600,<a href="javascript:visAnm('153292419')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Industriel kraftvarme",Expense type,Appropriation type,"Industriel kraftvarme",0,43400,153400,60100,60100,<a href="javascript:visAnm('153292420')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Biogas (til transport og proces)",Expense type,Appropriation type,"Biogas (til transport og proces)",0,22500,44900,41200,42700,<a href="javascript:visAnm('153292421')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","Store varmepumper til fjernvarme",Expense type,Appropriation type,"Pilotprojekt vedr. varmepumper",0,0,26700,26900,0,<a href="javascript:visAnm('153292423')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Udnyt. af vedvar. energi og energibespar.","National ordning for geotermi",Expense type,Appropriation type,"National ordning for geotermi",0,0,20000,21000,19000,<a href="javascript:visAnm('153292424')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Kuldioxidafgift",Expense type,Appropriation type,"Tilsk. t. dækn. af udg. t. kuldioxiafgifter",45600,13000,1000,0,0,<a href="javascript:visAnm('153292502')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Energibesparelser i erhvervsvirksomheder",Expense type,Appropriation type,"Tilsk. t. energibespar. i erhvervsvirksomhed",0,0,10100,10100,0,<a href="javascript:visAnm('153292503')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Elproduktionstilskud",Expense type,Appropriation type,"Elproduktionstilskud",51100,0,0,0,0,<a href="javascript:visAnm('153292505')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Målrettet lempelse af PSO",Expense type,Appropriation type,"Målrettet lempelse af PSO",0,0,181200,181200,181200,<a href="javascript:visAnm('153292508')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Tilskud til biogas",Expense type,Appropriation type,"Tilskud til biogas",0,0,143100,217100,272000,<a href="javascript:visAnm('153292509')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Udgifter til el-PSO",Expense type,Appropriation type,"Udgifter til el-PSO",0,0,881000,892600,1552900,<a href="javascript:visAnm('153292510')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Reserve til yderligere PSO-lempelser mv.",Expense type,Appropriation type,"Reserve til yderligere PSO-lempelser mv",0,0,0,0,101000,<a href="javascript:visAnm('153292511')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Energireserve",Expense type,Appropriation type,"Energistrategi 2050 mv.",0,0,0,60900,60900,<a href="javascript:visAnm('153292579')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Tilskud til begrænsning af kuldioxid (CO2)","Energireserve",Expense type,Appropriation type,"Pulje til klimatiltag",0,0,38200,37000,76700,<a href="javascript:visAnm('153292579')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","International miljøstøtte","Klimastøtte til Arktis mv.",Expense type,Appropriation type,"Miljøstøtte til Arktis",16200,16300,16500,16500,16500,<a href="javascript:visAnm('153292702')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Byggeri mv.","Byggeri",Expense type,Appropriation type,"Standarder og markedskontrol for byggevarer",7500,7900,8000,8000,8000,<a href="javascript:visAnm('153292801')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Byggeri mv.","Byggeri",Expense type,Appropriation type,"Tilgængelighedspulje",5000,8000,8000,8000,8000,<a href="javascript:visAnm('153292801')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Byggeri mv.","Byggeri",Expense type,Appropriation type,"PCB-handlingsplanen",800,0,0,0,0,<a href="javascript:visAnm('153292801')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Byggeri mv.","Byggeri",Expense type,Appropriation type,"Tilskud til Dansk Arkitektur Center - Gl. Dok",1100,1100,1100,1100,1100,<a href="javascript:visAnm('153292801')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Byggeri mv.","Byggeri",Expense type,Appropriation type,"Arkitektkonkurrence",200,0,0,0,0,<a href="javascript:visAnm('153292801')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Energi","Byggeri mv.","Statens Byggeforskningsinstitut",Expense type,Appropriation type,"Statens Byggeforskningsinstitut",30000,26900,25500,24900,24300,<a href="javascript:visAnm('153292802')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Meteorologi","Meteorologi","Danmarks Meteorologiske Institut",Expense type,Appropriation type,"Almindelig virksomhed",145900,142700,140400,137400,136100,<a href="javascript:visAnm('153293101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Meteorologi","Meteorologi","Tilskud til internationale organisationer",Expense type,Appropriation type,"Den meteorologiske verdensorganisation, WMO",2900,2300,2300,2300,2300,<a href="javascript:visAnm('153293102')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Meteorologi","Meteorologi","Tilskud til internationale organisationer",Expense type,Appropriation type,"Det europ. meteorolog. regnecenter, ECMWF",7100,6500,6600,6600,6600,<a href="javascript:visAnm('153293102')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Meteorologi","Meteorologi","Tilskud til internationale organisationer",Expense type,Appropriation type,"Den europ. meteorolog. satel.org. EUMETSAT",21300,27000,44000,55900,69800,<a href="javascript:visAnm('153293102')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Meteorologi","Meteorologi","Tilskud til internationale organisationer",Expense type,Appropriation type,"Group on Earth Observations, GEO",0,100,100,100,100,<a href="javascript:visAnm('153293102')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Meteorologi","Meteorologi","ICAO-aktiviteter i Grønland",Expense type,Appropriation type,"Almindelig virksomhed",300,0,0,0,0,<a href="javascript:visAnm('153293103')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Geologisk forskning og undersøgelser","Geologisk forskning og undersøgelser","GEUS",Expense type,Appropriation type,"Driftsbudget",134000,134500,132800,130300,119100,<a href="javascript:visAnm('153294101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Fællesudgifter","Bygningsstyrelsen",Expense type,Appropriation type,"Almindelig virksomhed",26500,17700,18800,16600,16300,<a href="javascript:visAnm('153295101')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Kontorbygninger mv.","Ejendomsvirksomhed vedr. kontorbygninger mv.",Expense type,Appropriation type,"Fremrykket vedligeh. med energioptimering",0,0,25300,25300,0,<a href="javascript:visAnm('153295201')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Kontorbygninger mv.","Udvikling og opretning af Christianiaområdet",Expense type,Appropriation type,"Udvikling og opretning af Christianiaområdet",500,400,400,500,500,<a href="javascript:visAnm('153295202')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Uddannelses- og forskningsbygninger","Ej.virksomhed uddannelse- og forskningsbyg.",Expense type,Appropriation type,"Finansiering",0,989600,994000,1023000,1030600,<a href="javascript:visAnm('153295301')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Uddannelses- og forskningsbygninger","Ej.virksomhed uddannelse- og forskningsbyg.",Expense type,Appropriation type,"Modernisering af laboratorielokaler",235800,237900,240300,240300,240100,<a href="javascript:visAnm('153295301')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Uddannelses- og forskningsbygninger","Ej.virksomhed uddannelse- og forskningsbyg.",Expense type,Appropriation type,"Fremrykket vedligeh. med energioptimering",0,0,25300,25300,0,<a href="javascript:visAnm('153295301')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Uddannelses- og forskningsbygninger","Bygherreforpligtelser",Expense type,Appropriation type,"Kunstnerisk udsmykning",18700,6600,6700,6500,6400,<a href="javascript:visAnm('153295302')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Uddannelses- og forskningsbygninger","Bygherreforpligtelser",Expense type,Appropriation type,"Udvikling og forsøgsbyggeri",1700,2400,2400,2400,2300,<a href="javascript:visAnm('153295302')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Uddannelses- og forskningsbygninger","Bygherreforpligtelser",Expense type,Appropriation type,"Regensen, Bygnings- og Brandforsikring",0,100,100,100,100,<a href="javascript:visAnm('153295302')">Se anmærkninger,link</a>,
"Klima-, Energi- og Bygningsministeriet","Bygninger","Uddannelses- og forskningsbygninger","Særlige anlægsopgaver",Expense type,Appropriation type,"Teknologisk løft af laboratorier",817100,0,0,0,0,<a href="javascript:visAnm('153295303')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Merudgifter ved nye bevillingsforslag",Expense type,Appropriation type,"Merudgifter ved nye bevillingsforslag",0,900000,1000000,1000000,1000000,<a href="javascript:visAnm('153351101')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Forskningsreserve",Expense type,Appropriation type,"Tværgående forskningsinitiativer",0,0,0,1228500,638900,<a href="javascript:visAnm('153351102')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Forskningsreserve",Expense type,Appropriation type,"Forskningsreserve iht. Aftale om reform af fø",0,0,0,365400,548100,<a href="javascript:visAnm('153351102')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Satsreguleringspulje",Expense type,Appropriation type,"Satsreguleringspulje",0,0,350000,1035200,1420100,<a href="javascript:visAnm('153351104')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til aftale om psykiatrien, drift",Expense type,Appropriation type,"Reserve til aftale om psykiatrien, drift",0,0,0,34900,64800,<a href="javascript:visAnm('153351105')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til grøn omstilling mv.",Expense type,Appropriation type,"Reserve til grøn omstilling mv.",0,134000,55100,38400,41300,<a href="javascript:visAnm('153351108')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Midtvejs- og efterreg., kommunalt bloktilskud",Expense type,Appropriation type,"Midtvejs-og efterregulering kommunale tilskud",0,1000000,1000000,1000000,1000000,<a href="javascript:visAnm('153351109')">Se anmærkninger,link</a>,
